Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
311, 23839, 1, 0, 352, 719, 3106, 2 
312, 23839, 1, 3800, 350, 719, 3217, 0 
313, 23839, 0, 3800, 350, 719, 3225, 0 
314, 23839, 6, 22800, 2924, 6589, 20752, 54 
315, 23839, 1, 3800, 351, 721, 3714, 3 
316, 23839, 1, 3800, 350, 721, 3354, 2 
317, 23839, 1, 3800, 352, 721, 3332, 6 
318, 23839, 20, 72200, 3345, 6287, 46000, 688 
319, 23839, 1, 3800, 357, 719, 3348, 2 
320, 23839, 1, 3800, 351, 719, 3271, 0 
321, 23839, 1, 3800, 349, 719, 3141, 1 
322, 23839, 9, 34200, 7163, 19130, 32582, 99 
323, 23839, 1, 3800, 356, 721, 3607, 4 
324, 23839, 4, 15200, 462, 943, 6588, 11 
325, 23839, 1, 3800, 349, 719, 3076, 0 
326, 23839, 4, 19000, 1993, 4319, 17532, 64 
327, 23839, 1, 3800, 343, 704, 2712, 4 
1, 23871, 2575, 9788800, 1025863, 2495023, 5095951, 25527 
328, 23839, 2, 7600, 408, 687, 8683, 89 
329, 23839, 1, 3800, 342, 704, 3072, 5 
1, 23872, 3092, 11753400, 1035766, 2513228, 6106620, 30195 
330, 23839, 16, 60800, 1285, 2103, 56588, 510 
331, 23839, 1, 3800, 347, 704, 3113, 14 
1, 23873, 2403, 9131400, 1015781, 2475198, 4894730, 24431 
332, 23839, 31, 117800, 4532, 9438, 81920, 722 
333, 23839, 1, 0, 356, 721, 3180, 10 
334, 23839, 1, 3800, 352, 721, 3453, 5 
335, 23839, 1, 3800, 352, 721, 3128, 3 
336, 23839, 26, 98800, 3377, 6287, 61959, 1404 
337, 23839, 1, 3800, 362, 719, 3609, 3 
338, 23839, 1, 3800, 351, 719, 3145, 2 
339, 23839, 1, 3800, 350, 719, 3188, 0 
340, 23839, 7, 26600, 3216, 7460, 25050, 65 
341, 23839, 1, 3800, 352, 721, 3502, 3 
342, 23839, 1, 3800, 351, 721, 3159, 3 
343, 23839, 1, 3800, 352, 721, 3378, 5 
344, 23839, 20, 76000, 3355, 6287, 45572, 683 
345, 23839, 1, 3800, 345, 719, 2746, 0 
346, 23839, 1, 3800, 342, 719, 2695, 2 
347, 23839, 1, 3800, 344, 719, 2860, 0 
348, 23839, 9, 34200, 7213, 19352, 33580, 113 
349, 23839, 0, 3800, 351, 721, 3003, 2 
350, 23839, 4, 15200, 454, 943, 5849, 24 
351, 23839, 1, 3800, 344, 719, 2589, 0 
352, 23839, 5, 19000, 2011, 4449, 17833, 52 
353, 23839, 1, 3800, 344, 704, 2644, 5 
1, 23874, 2565, 9747000, 1024685, 2497348, 5261321, 25308 
354, 23839, 2, 11400, 406, 687, 9721, 93 
355, 23839, 1, 3800, 344, 704, 3508, 10 
1, 23875, 3265, 12407000, 1037943, 2517160, 5491504, 31594 
356, 23839, 16, 60800, 1286, 2115, 56913, 513 
357, 23839, 1, 3800, 345, 704, 3030, 9 
1, 23876, 2355, 8952800, 1014319, 2469114, 4882443, 22572 
358, 23839, 4, 15200, 531, 981, 12993, 132 
359, 23839, 0, 3800, 339, 701, 2303, 8 
360, 23839, 0, 3800, 338, 701, 1945, 1 
361, 23839, 1, 3800, 318, 647, 3097, 13 
362, 23839, 6, 19000, 376, 760, 5524, 19 
363, 23839, 116, 440800, 137072, 287296, 438443, 1765 
364, 23839, 0, 0, 334, 701, 2062, 0 
365, 23839, 0, 0, 340, 701, 2019, 0 
366, 23839, 0, 0, 316, 647, 1954, 0 
367, 23839, 3, 11400, 366, 760, 4828, 2 
368, 23839, 97, 372400, 136127, 285991, 353758, 473 
369, 23839, 0, 0, 341, 701, 2068, 0 
370, 23839, 1, 3800, 340, 701, 2025, 0 
371, 23839, 0, 0, 312, 647, 1827, 0 
372, 23839, 2, 7600, 367, 760, 4390, 3 
373, 23839, 108, 410400, 139722, 293732, 380248, 656 
374, 23839, 1, 3800, 353, 721, 3283, 2 
375, 23839, 1, 3800, 353, 721, 3329, 1 
376, 23839, 1, 3800, 350, 721, 3129, 2 
377, 23839, 25, 98800, 3369, 6287, 60708, 1378 
378, 23839, 1, 0, 350, 719, 3062, 3 
379, 23839, 1, 0, 350, 719, 3266, 3 
380, 23839, 1, 3800, 349, 719, 3120, 0 
381, 23839, 4, 15200, 2674, 5875, 16359, 14 
382, 23839, 1, 3800, 353, 721, 2882, 5 
383, 23839, 1, 3800, 351, 721, 3242, 7 
384, 23839, 1, 3800, 350, 721, 3131, 1 
