Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
1, 12507, 3368, 12798400, 1019115, 2475199, 5361396, 31799 
328, 12456, 3, 7600, 371, 719, 8292, 65 
329, 12456, 1, 3800, 338, 705, 2334, 6 
330, 12456, 1, 0, 334, 705, 1995, 2 
331, 12456, 1, 3800, 326, 669, 3479, 19 
332, 12456, 7286, 27690600, 18208204, 39037234, 26660879, 392281 
333, 12456, 2, 3800, 389, 729, 5992, 33 
334, 12456, 7121, 27056000, 18361616, 39193314, 26293964, 392148 
335, 12456, 2, 3800, 407, 729, 6341, 46 
336, 12456, 7141, 27143400, 18430237, 39181014, 26350316, 392157 
337, 12456, 3, 11400, 827, 2027, 14106, 118 
338, 12456, 7, 26600, 488, 1008, 6936, 41 
339, 12456, 1, 3800, 352, 721, 3367, 10 
340, 12456, 3, 11400, 475, 1008, 5223, 6 
341, 12456, 1, 3800, 349, 721, 2970, 1 
342, 12456, 3, 11400, 473, 1008, 4626, 3 
343, 12456, 14, 53200, 2410, 4595, 29380, 294 
344, 12456, 1, 3800, 342, 704, 2755, 3 
1, 12508, 3062, 11635600, 1020163, 2473188, 5616547, 31556 
345, 12456, 2, 7600, 356, 639, 6594, 61 
346, 12456, 1, 3800, 344, 704, 3049, 11 
1, 12509, 3495, 13277200, 1019002, 2473319, 5416561, 32205 
347, 12456, 2, 7600, 357, 639, 6978, 63 
348, 12456, 1, 3800, 342, 704, 3130, 13 
1, 12510, 3199, 12160000, 1019404, 2475153, 5403898, 31573 
349, 12456, 2, 11400, 371, 719, 8117, 63 
350, 12456, 1, 7600, 338, 705, 2530, 5 
351, 12456, 1, 3800, 337, 705, 2027, 0 
352, 12456, 1, 3800, 322, 669, 3519, 17 
353, 12456, 7252, 27561400, 18273825, 39037482, 26672331, 392295 
354, 12456, 1, 7600, 392, 729, 5381, 29 
355, 12456, 7110, 27021800, 18369182, 39193314, 26290540, 392120 
356, 12456, 2, 3800, 395, 729, 6718, 50 
357, 12456, 7148, 27170000, 18434479, 39181114, 26413861, 392191 
358, 12456, 3, 7600, 796, 2027, 9931, 73 
359, 12456, 6, 22800, 486, 1008, 6091, 26 
360, 12456, 1, 3800, 351, 721, 2875, 2 
361, 12456, 3, 11400, 476, 1008, 5207, 5 
362, 12456, 1, 3800, 353, 721, 3386, 6 
363, 12456, 3, 11400, 474, 1008, 5024, 4 
364, 12456, 14, 53200, 2379, 4595, 28529, 289 
365, 12456, 1, 3800, 338, 704, 2631, 4 
1, 12511, 3106, 11802800, 1021838, 2476957, 5481931, 32254 
366, 12456, 2, 7600, 355, 639, 7179, 71 
367, 12456, 1, 3800, 342, 704, 3250, 8 
1, 12512, 3243, 12327200, 1018926, 2476140, 5517376, 32099 
368, 12456, 2, 7600, 355, 639, 7310, 71 
369, 12456, 1, 3800, 340, 704, 3366, 8 
1, 12513, 3427, 13026400, 1021093, 2477853, 5553853, 33508 
370, 12456, 2, 7600, 365, 719, 8104, 60 
371, 12456, 0, 3800, 337, 705, 2440, 6 
372, 12456, 1, 3800, 334, 705, 2073, 3 
373, 12456, 1, 7600, 323, 669, 3324, 21 
374, 12456, 7263, 27599400, 18219417, 39037613, 26639869, 392323 
375, 12456, 2, 7600, 410, 729, 8642, 76 
376, 12456, 7178, 27284000, 18345657, 39193314, 26504217, 392188 
377, 12456, 1, 7600, 386, 729, 6247, 41 
